Geo Point;Geo Shape;Código;Nombre;Categoria;Actividad;Dirección;Teléfono;Pagina web
4.653418440000053,-74.11548348799994;"{""coordinates"": [-74.11548348799994, 4.653418440000053], ""type"": ""Point""}";02040007;Terminal de Transportes de Bogotá;2;4;DG 23 69 11;4233630;www.terminaldetransporte.gov.co
4.603560959000049,-74.05495842399993;"{""coordinates"": [-74.05495842399993, 4.603560959000049], ""type"": ""Point""}";02040013;Estación de Funicular;2;4;;;www.cerromonserrate.com
4.565529238000067,-74.09716672899992;"{""coordinates"": [-74.09716672899992, 4.565529238000067], ""type"": ""Point""}";02050008;Portal 20 de Julio;2;5;;;www.transmilenio.gov.co
4.641140096000071,-74.16436848599994;"{""coordinates"": [-74.16436848599994, 4.641140096000071], ""type"": ""Point""}";03070007;Parque Patio Bonito;3;7;;;
4.740453442000046,-74.10941727499994;"{""coordinates"": [-74.10941727499994, 4.740453442000046], ""type"": ""Point""}";03070008;Parque La Gaitana;3;7;;;
4.501289014000065,-74.12197458999992;"{""coordinates"": [-74.12197458999992, 4.501289014000065], ""type"": ""Point""}";03070014;Parque San José de Usme;3;7;;;
4.716435243000092,-74.12228183799992;"{""coordinates"": [-74.12228183799992, 4.716435243000092], ""type"": ""Point""}";03070035;Parque Villas de Granada;3;7;;;
4.626522504000093,-74.1274413559999;"{""coordinates"": [-74.1274413559999, 4.626522504000093], ""type"": ""Point""}";03070045;Parque La Igualdad;3;7;;;
4.595460931000048,-74.10675378999991;"{""coordinates"": [-74.10675378999991, 4.595460931000048], ""type"": ""Point""}";03070046;Parque La Fragua;3;7;;;
4.655977074000077,-74.0816211909999;"{""coordinates"": [-74.0816211909999, 4.655977074000077], ""type"": ""Point""}";03070060;Parque de Los Novios;3;7;;;
4.706300888000044,-74.03819861399995;"{""coordinates"": [-74.03819861399995, 4.706300888000044], ""type"": ""Point""}";03070104;Parque El Country;3;7;;;
4.662536202000069,-74.06899292299994;"{""coordinates"": [-74.06899292299994, 4.662536202000069], ""type"": ""Point""}";03070110;Parque Los Alcázares;3;7;;;
4.613066736000064,-74.0680542799999;"{""coordinates"": [-74.0680542799999, 4.613066736000064], ""type"": ""Point""}";03100004;Plaza de Toros;3;10;;;
4.6470636420000915,-74.07538949199994;"{""coordinates"": [-74.07538949199994, 4.6470636420000915], ""type"": ""Point""}";03080012;Unidad Deportiva El Campín;3;8;;;
4.595214983000062,-74.0745414189999;"{""coordinates"": [-74.0745414189999, 4.595214983000062], ""type"": ""Point""}";03120003;Teatro Camarín Del Carmen;3;12;CL 9 4 93;;
4.6086907850000784,-74.07072284799995;"{""coordinates"": [-74.07072284799995, 4.6086907850000784], ""type"": ""Point""}";03120016;Teatro Municipal Jorge Eliecer Gaitán;3;12;KR 7 22 47;2823230;
4.683567142000071,-74.06005847999995;"{""coordinates"": [-74.06005847999995, 4.683567142000071], ""type"": ""Point""}";03120017;Teatro Nacional La Castellana;3;12;CL 95 47 13;;www.teatronacional.com.co
4.655681290000075,-74.05856780599993;"{""coordinates"": [-74.05856780599993, 4.655681290000075], ""type"": ""Point""}";03120021;Teatro Nacional Fanny Mikey;3;12;CL 71 10 25;2174577;www.teatronacional.com.co
4.639856884000039,-74.0710116169999;"{""coordinates"": [-74.0710116169999, 4.639856884000039], ""type"": ""Point""}";03120026;Teatro Libélula Dorada;3;12;KR 19 51 69;2498658;www.libeluladorada.com
4.754008928000076,-74.02518764599995;"{""coordinates"": [-74.02518764599995, 4.754008928000076], ""type"": ""Point""}";03080013;Club Banco Popular;3;8;AK 7 175 01;6711183;clubbancopopular.com
4.703234278000082,-74.08369245099993;"{""coordinates"": [-74.08369245099993, 4.703234278000082], ""type"": ""Point""}";03080014;Club Los Lagartos;3;8;CL 116 72A 80;2718366;www.clublagartos.com
4.620495697000081,-74.07739869099993;"{""coordinates"": [-74.07739869099993, 4.620495697000081], ""type"": ""Point""}";05160007;Cementerio Judío;5;16;AC 26 19B 75;2683984;
4.784731525000041,-74.04168285599991;"{""coordinates"": [-74.04168285599991, 4.784731525000041], ""type"": ""Point""}";05160008;Cementerio Jardines del Recuerdo;5;16;AK 45 207 41;;
4.598213023000085,-74.07752900899993;"{""coordinates"": [-74.07752900899993, 4.598213023000085], ""type"": ""Point""}";05170001;Academia Colombiana de Historia;5;17;CL 10 8 95;7420848 - 3413615;www.academiahistoria.org.co/?
4.595435914000063,-74.07640900399991;"{""coordinates"": [-74.07640900399991, 4.595435914000063], ""type"": ""Point""}";05170003;Biblioteca del Congreso - Sede Luis Carlos Galán S;5;17;;;
4.64299700400005,-74.15476259299993;"{""coordinates"": [-74.15476259299993, 4.64299700400005], ""type"": ""Point""}";05170004;Biblioteca El Tintal;5;17;AV CIUDAD DE CALI 6C 09;4528975 - 4508560;www.biblored.edu.co
4.601523644000054,-74.06854012699995;"{""coordinates"": [-74.06854012699995, 4.601523644000054], ""type"": ""Point""}";05170014;Edificio Academia Colombiana de la Lengua;5;17;KR 3 17 34;3343152 - 3341190;http://academiacolombianadelalengua.co/
4.596782078000047,-74.08453995999992;"{""coordinates"": [-74.08453995999992, 4.596782078000047], ""type"": ""Point""}";05180001;Escultura Abstracta;5;18;;;
4.596664130000079,-74.07531560599995;"{""coordinates"": [-74.07531560599995, 4.596664130000079], ""type"": ""Point""}";05180006;Escultura El Mono de la Pila;5;18;;;
4.605713331000061,-74.06691665699992;"{""coordinates"": [-74.06691665699992, 4.605713331000061], ""type"": ""Point""}";05180010;Escultura Las Edades de Bogotá;5;18;;;
4.596444228000053,-74.0767489019999;"{""coordinates"": [-74.0767489019999, 4.596444228000053], ""type"": ""Point""}";05180022;Estatua Rafael Núñez;5;18;;;
4.631275004000088,-74.14828023299992;"{""coordinates"": [-74.14828023299992, 4.631275004000088], ""type"": ""Point""}";05180035;Monumento y Plazoleta de Banderas;5;18;;;
4.698898648000068,-74.09019294899991;"{""coordinates"": [-74.09019294899991, 4.698898648000068], ""type"": ""Point""}";05190003;Museo de Arte Contemporáneo;5;19;;2916520 Ext: 6160;http://www.mac.org.co/
4.59702139500007,-74.0751041879999;"{""coordinates"": [-74.0751041879999, 4.59702139500007], ""type"": ""Point""}";05190006;Museo de Trajes Regionales de Colombia;5;19;CL 10 6 08;8616750;
4.673783219000086,-74.04402522099991;"{""coordinates"": [-74.04402522099991, 4.673783219000086], ""type"": ""Point""}";05190007;Museo El Chico;5;19;AK 7 93 51;;
4.59694879400007,-74.0774016279999;"{""coordinates"": [-74.0774016279999, 4.59694879400007], ""type"": ""Point""}";05190023;Museo Iglesia Santa Clara;5;19;KR 8 8 91;3376762;http://www.museocolonial.gov.co/
4.596333740000091,-74.07389099699992;"{""coordinates"": [-74.07389099699992, 4.596333740000091], ""type"": ""Point""}";05190026;Museo Militar de Colombia;5;19;CL 10 4 92;2812548- 2813086;http://museo-militar.webnode.com.co/
4.5965871140000445,-74.07587969899993;"{""coordinates"": [-74.07587969899993, 4.5965871140000445], ""type"": ""Point""}";07260878;Colegio Mayor de San Bartolomé;7;26;Cr. 7 9-96;4442530;www.sanbartolome.edu.co/?
4.715211798000041,-74.14179652899992;"{""coordinates"": [-74.14179652899992, 4.715211798000041], ""type"": ""Point""}";05200015;Plaza Fundacional de Engativá;5;20;;;
4.601152918000082,-74.06920731999992;"{""coordinates"": [-74.06920731999992, 4.601152918000082], ""type"": ""Point""}";05200022;Parque de Los Periodistas;5;20;;;
4.606237755000052,-74.05508139999995;"{""coordinates"": [-74.05508139999995, 4.606237755000052], ""type"": ""Point""}";05200024;Santuario de Monserrate;5;20;;;www.cerromonserrate.com
4.70691690600006,-74.0800450509999;"{""coordinates"": [-74.0800450509999, 4.70691690600006], ""type"": ""Point""}";03080017;Club Banco de la Republica;3;8;AK 11 90 64;;
4.799859204000086,-74.03136674799993;"{""coordinates"": [-74.03136674799993, 4.799859204000086], ""type"": ""Point""}";03080024;Club Recreativo Compensar;3;8;CLub CAMPESTR E FONTANAR;;www.compensar.com
4.601904460000071,-74.0725986139999;"{""coordinates"": [-74.0725986139999, 4.601904460000071], ""type"": ""Point""}";03070113;Parque Santander;3;7;;;
4.580043728000078,-74.12037574899995;"{""coordinates"": [-74.12037574899995, 4.580043728000078], ""type"": ""Point""}";03080034;Parque Deportivo Quiroga;3;8;AK 24 37 02 SUR;;
4.676782950000074,-74.04834740099994;"{""coordinates"": [-74.04834740099994, 4.676782950000074], ""type"": ""Point""}";03070115;Parque de La 93;3;7;KR 13 93A 46;;
4.6480286040000465,-74.10640329099994;"{""coordinates"": [-74.10640329099994, 4.6480286040000465], ""type"": ""Point""}";04140042;Clínica Universitaria Colombia;4;14;CL 23 # 66 46;3452530;
4.622781780000082,-74.0915497659999;"{""coordinates"": [-74.0915497659999, 4.622781780000082], ""type"": ""Point""}";04140052;UPA 35  Cundinamarca;4;14;CL 19 A # 34 94;2448483;www.hospitalsur.gov.co
4.677825453000081,-74.09067446099994;"{""coordinates"": [-74.09067446099994, 4.677825453000081], ""type"": ""Point""}";04140063;UPA Bellavista;4;14;KR 69 # 68 A 34;6305397;www.hospitalengativa.gov.co
4.716733741000041,-74.04663853499994;"{""coordinates"": [-74.04663853499994, 4.716733741000041], ""type"": ""Point""}";04140077;Clínica Montserrat;4;14;CL 134 # 17 71;2596001;www.clinicamontserrat.com.co/
4.683854432000089,-74.0446082199999;"{""coordinates"": [-74.0446082199999, 4.683854432000089], ""type"": ""Point""}";04140080;Fundación Arthur Stanley Gillow;4;14;AC 100 # 11 B 04;6200937;www.fundaciongillow.org
4.677704007000045,-74.05724760999993;"{""coordinates"": [-74.05724760999993, 4.677704007000045], ""type"": ""Point""}";04140112;Clínica de la Mujer;4;14;KR 19 C 91 17;6161799;
4.669524737000074,-74.05675119599994;"{""coordinates"": [-74.05675119599994, 4.669524737000074], ""type"": ""Point""}";05150037;Parroquia Santa Rita de Cassia;5;15;KR 16 84 03;;
4.673312617000079,-74.04177461199993;"{""coordinates"": [-74.04177461199993, 4.673312617000079], ""type"": ""Point""}";05150039;Seminario Mayor Arquidiocesano;5;15;AK 7 93A 50;;www.seminariobogota.org
4.645508101000075,-74.1450060529999;"{""coordinates"": [-74.1450060529999, 4.645508101000075], ""type"": ""Point""}";05150076;Parroquia San Mauricio;5;15;KR 80F 8D 51;;
4.566817633000084,-74.1299870119999;"{""coordinates"": [-74.1299870119999, 4.566817633000084], ""type"": ""Point""}";05150107;Parroquia la Natividad de Nuestra Señora;5;15;KR 18A 53 41 SUR;;
4.565089913000065,-74.10058800099993;"{""coordinates"": [-74.10058800099993, 4.565089913000065], ""type"": ""Point""}";05150112;Parroquia San Isidro;5;15;CL 34 SUR 7 54;;
4.6790071540000895,-74.14164786499992;"{""coordinates"": [-74.14164786499992, 4.6790071540000895], ""type"": ""Point""}";05150115;Casa de Dios Ministerial de Jesucristo Internacional;5;15;KR 103A 22F 35;;
4.679399716000091,-74.10977833299994;"{""coordinates"": [-74.10977833299994, 4.679399716000091], ""type"": ""Point""}";05150117;Parroquia San Carlos Borromeo;5;15;KR 77C 57 38;;
4.585211062000042,-74.07410340499989;"{""coordinates"": [-74.07410340499989, 4.585211062000042], ""type"": ""Point""}";05150124;Parroquia San Marcos;5;15;KR 2 ESTE 1D 21;;
4.719706048000091,-74.12433503599993;"{""coordinates"": [-74.12433503599993, 4.719706048000091], ""type"": ""Point""}";05150129;Salón del Reino de Los Testigos de Jehová;5;15;KR 114A 77C 20;;
4.721124368000062,-74.0342288519999;"{""coordinates"": [-74.0342288519999, 4.721124368000062], ""type"": ""Point""}";05150136;Parroquia San Tarsicio;5;15;CL 142 9 86;2161209;
4.578982971000073,-74.14140032199992;"{""coordinates"": [-74.14140032199992, 4.578982971000073], ""type"": ""Point""}";05150144;Parroquia San Vicente Férrer;5;15;AC 56A SUR 28 80;;
4.615419102000089,-74.1682220429999;"{""coordinates"": [-74.1682220429999, 4.615419102000089], ""type"": ""Point""}";05150147;Iglesia de Jesucristo de los Santos de los Últimos Días;5;15;KR 79 49 02 SUR;;https://www.lds.org/?lang=spa?
4.622212427000078,-74.14481159099995;"{""coordinates"": [-74.14481159099995, 4.622212427000078], ""type"": ""Point""}";05150178;Parroquia Madre de la Iglesia;5;15;CL 26 SUR 73B 21;;
4.757044240000084,-74.05877127299993;"{""coordinates"": [-74.05877127299993, 4.757044240000084], ""type"": ""Point""}";05150179;Iglesia de Jesucristo de los Santos de los Últimos Días;5;15;KR 62 172 25;;https://www.lds.org/?lang=spa?
4.568703486000061,-74.08724750399993;"{""coordinates"": [-74.08724750399993, 4.568703486000061], ""type"": ""Point""}";05150186;Parroquia Sagrados Corazones De Jesús y María;5;15;CL 20A BIS SUR 1 34 ESTE;2068902;
4.574777119000089,-74.1247621949999;"{""coordinates"": [-74.1247621949999, 4.574777119000089], ""type"": ""Point""}";05150188;Parroquia Santa Lucia;5;15;DG 44 SUR 20 17;;
4.612907734000089,-74.1401185649999;"{""coordinates"": [-74.1401185649999, 4.612907734000089], ""type"": ""Point""}";05150194;Parroquia San Cayetano;5;15;AK 72 37 80 SUR;2707478;
4.685105419000081,-74.06514160499995;"{""coordinates"": [-74.06514160499995, 4.685105419000081], ""type"": ""Point""}";05150203;Parroquia Nuestra Señora de Guadalupe;5;15;KR 60 94B 90;;
4.725347534000093,-74.09274055399993;"{""coordinates"": [-74.09274055399993, 4.725347534000093], ""type"": ""Point""}";05150210;Parroquia San Agustín;5;15;CL 129A 93C 04;6838076;
4.6631799480000495,-74.07351683199994;"{""coordinates"": [-74.07351683199994, 4.6631799480000495], ""type"": ""Point""}";05150218;Iglesia de la Santísima Trinidad;5;15;KR 29 69 26;;
4.574419938000062,-74.11604154299994;"{""coordinates"": [-74.11604154299994, 4.574419938000062], ""type"": ""Point""}";05150227;Parroquia del Pesebre;5;15;CL 35 SUR 16C 12;2093240;
4.6518455500000755,-74.07329815999992;"{""coordinates"": [-74.07329815999992, 4.6518455500000755], ""type"": ""Point""}";05150232;Comunidad Cristiana de Adoración Hosanna;5;15;KR 26 63 46;2175596;
4.733063163000054,-74.02795234699994;"{""coordinates"": [-74.02795234699994, 4.733063163000054], ""type"": ""Point""}";05150240;Parroquia Nuestra Señora del Consuelo;5;15;CL 156 7H 40;6715051;
4.65599564300004,-74.10041155799989;"{""coordinates"": [-74.10041155799989, 4.65599564300004], ""type"": ""Point""}";05150245;Parroquia Santa María del Cenáculo;5;15;KR 67A 45 79;;
4.683752631000061,-74.07041300999992;"{""coordinates"": [-74.07041300999992, 4.683752631000061], ""type"": ""Point""}";05150253;Parroquia La Anunciación;5;15;CL 94 61A 55;;
4.62875031100009,-74.07125701399991;"{""coordinates"": [-74.07125701399991, 4.62875031100009], ""type"": ""Point""}";05150257;Iglesia Espíritu Santo;5;15;KR 17 39A 65;;
4.638414276000049,-74.06495400999995;"{""coordinates"": [-74.06495400999995, 4.638414276000049], ""type"": ""Point""}";05150265;Iglesia Nuestra Señora de Chiquinquirá;5;15;KR 13 51 20;;
4.6495125940000435,-74.06238825299994;"{""coordinates"": [-74.06238825299994, 4.6495125940000435], ""type"": ""Point""}";05150266;Iglesia Nuestra Señora de Lourdes;5;15;CL 63A 10 09;;
4.674458256000094,-74.06737760699991;"{""coordinates"": [-74.06737760699991, 4.674458256000094], ""type"": ""Point""}";05150272;Mezquita de Bogotá;5;15;CL 80 30 20;;
4.684944816000041,-74.06268081799993;"{""coordinates"": [-74.06268081799993, 4.684944816000041], ""type"": ""Point""}";05150283;Iglesia Cristiana El Lugar de Su Presencia;5;15;;;
4.629309858000056,-74.07300226699994;"{""coordinates"": [-74.07300226699994, 4.629309858000056], ""type"": ""Point""}";06210215;Alcaldía Local de Teusaquillo;6;21;CL 39B 19 46;2870094;www.teusaquillo.gov.co
4.69521676100004,-74.03148154699994;"{""coordinates"": [-74.03148154699994, 4.69521676100004], ""type"": ""Point""}";06210007;Alcaldía Local de Usaquén;6;21;KR 6A 118 03;;www.usaquen.gov.co
4.747573895000073,-74.09509292099995;"{""coordinates"": [-74.09509292099995, 4.747573895000073], ""type"": ""Point""}";06210034;SuperCADE Suba;6;21;CL 148 103B 95;;http://portel.bogota.gov.co
4.566029060000062,-74.09708867299992;"{""coordinates"": [-74.09708867299992, 4.566029060000062], ""type"": ""Point""}";06210043;SuperCADE 20 de Julio;6;21;KR 5A 30D 20 SUR;;http://portel.bogota.gov.co
4.678035493000039,-74.0510750859999;"{""coordinates"": [-74.0510750859999, 4.678035493000039], ""type"": ""Point""}";06210050;Cámara de Comercio de Bogotá;6;21;AK 15 93A 10;;www.ccb.org.co
4.683077891000039,-74.07318550199994;"{""coordinates"": [-74.07318550199994, 4.683077891000039], ""type"": ""Point""}";06220002;Cárcel El Buen Pastor;6;22;KR 5 59A 44;2174554;
4.673240542000087,-74.08914904599993;"{""coordinates"": [-74.08914904599993, 4.673240542000087], ""type"": ""Point""}";06210061;Cruz Roja Colombiana;6;21;AK 68 68B 31;2311494;www.cruzrojacolombiana.org
4.642890739000052,-74.0943729089999;"{""coordinates"": [-74.0943729089999, 4.642890739000052], ""type"": ""Point""}";06210064;Registraduría Nacional del Estado Civil;6;21;AC 26 51 50;;www.registraduria.gov.co
4.645875140000044,-74.09620167999991;"{""coordinates"": [-74.09620167999991, 4.645875140000044], ""type"": ""Point""}";06210068;Ministerio de Transporte;6;21;KR 59 26 50;;https://www.mintransporte.gov.co
4.616579264000052,-74.07323838899993;"{""coordinates"": [-74.07323838899993, 4.616579264000052], ""type"": ""Point""}";06210090;Institución de Investigaciones de Recursos Biológicos Alexander Von Humboldt;6;21;CL 28A 15 09;3202767;www.humboldt.org.co
4.660128872000087,-74.05858081499991;"{""coordinates"": [-74.05858081499991, 4.660128872000087], ""type"": ""Point""}";06230032;Embajada del Líbano;6;23;CL 74 11 88;;www.embajadadellibano.org.co
4.611853956000061,-74.06731561299995;"{""coordinates"": [-74.06731561299995, 4.611853956000061], ""type"": ""Point""}";06230038;Embajada de Bélgica;6;23;CL 26B 4A 45;;diplomatie.belgium.be/colombia
4.699837888000047,-74.09421660499993;"{""coordinates"": [-74.09421660499993, 4.699837888000047], ""type"": ""Point""}";07260050;Centro Educativo Distrital La Palestina;7;26;TV 77 No. 81B-91;4344014;http://www.sedbogota.edu.co/
4.717972420000081,-74.10086700599992;"{""coordinates"": [-74.10086700599992, 4.717972420000081], ""type"": ""Point""}";07260054;Colegio Distrital Instituto Técnico Laureano Gómez;7;26;CL 90A No. 95D-56;;http://www.sedbogota.edu.co/
4.689695874000051,-74.08718369199994;"{""coordinates"": [-74.08718369199994, 4.689695874000051], ""type"": ""Point""}";07260055;Colegio Distrital Instituto Técnico Distrital República de Guatemala;7;26;CL 78 BIS No. 69T-45;;http://www.sedbogota.edu.co/
4.718835493000086,-74.05689877099991;"{""coordinates"": [-74.05689877099991, 4.718835493000086], ""type"": ""Point""}";07260065;Centro Educativo Distrital Prado Veraniego I;7;26;CL 131 No. 46-37;6251053;http://www.sedbogota.edu.co/
4.74111272400006,-74.09279216099992;"{""coordinates"": [-74.09279216099992, 4.74111272400006], ""type"": ""Point""}";07260077;Colegio Distrital Juan Lozano y Lozano;7;26;CL 140A No. 100-30;;http://www.sedbogota.edu.co/
4.729795570000078,-74.09537000799992;"{""coordinates"": [-74.09537000799992, 4.729795570000078], ""type"": ""Point""}";07260084;Colegio Distrital Gonzalo Arango;7;26;CL 130A No. 98-71;6857674;http://www.sedbogota.edu.co/
4.741451219000054,-74.08503411399994;"{""coordinates"": [-74.08503411399994, 4.741451219000054], ""type"": ""Point""}";06250043;Estación de Policía Suba;6;25;KR 92 146 C 31;6850654;www.policia.gov.co
4.585768255000062,-74.13309782199991;"{""coordinates"": [-74.13309782199991, 4.585768255000062], ""type"": ""Point""}";06250050;Estación de Policía Tunjuelito;6;25;TV 33 48C 21 SUR;7402211;www.policia.gov.co
4.577276178000091,-74.16458322499993;"{""coordinates"": [-74.16458322499993, 4.577276178000091], ""type"": ""Point""}";06250054;Estación de Policía Ciudad Bolívar;6;25;DG 70 SUR 54 22;7310060;www.policia.gov.co
4.600892973000043,-74.0824276379999;"{""coordinates"": [-74.0824276379999, 4.600892973000043], ""type"": ""Point""}";06250062;Dirección de Reclutamiento del Ejercito;6;25;CL 10 14 15;;www.ejercito.mil.co
4.571739277000063,-74.07190409999993;"{""coordinates"": [-74.07190409999993, 4.571739277000063], ""type"": ""Point""}";06250069;Escuela de Logística Ejercito Nacional;6;25;CL 11 SUR 10 50 ESTE;;www.ejercito.mil.co
4.538995392000061,-74.11930593199992;"{""coordinates"": [-74.11930593199992, 4.538995392000061], ""type"": ""Point""}";06240005;Ladrillera Santa Fé;6;24;AK 1 65D 58 SUR IN 4;;www.santafe.com.co/?
4.647628875000066,-74.13231719499993;"{""coordinates"": [-74.13231719499993, 4.647628875000066], ""type"": ""Point""}";06240008;Fábrica de Telas La Fayette;6;24;CL 15 72 95;;www.lafayette.com
4.691024822000088,-74.15242725599995;"{""coordinates"": [-74.15242725599995, 4.691024822000088], ""type"": ""Point""}";06240016;Empaques Industriales Colombianos SA.;6;24;CL 22D 120 18;4186977;
4.621008341000049,-74.09798447799993;"{""coordinates"": [-74.09798447799993, 4.621008341000049], ""type"": ""Point""}";06240030;Mazda Compañía Colombiana Automotriz SA.;6;24;AC 13 38 54;2373355;
4.594361555000091,-74.14832224499992;"{""coordinates"": [-74.14832224499992, 4.594361555000091], ""type"": ""Point""}";06240045;Azulk SA.;6;24;AC 45A SUR 57 49;;www.azulk.com.co/?
4.5989712370000575,-74.1660245939999;"{""coordinates"": [-74.1660245939999, 4.5989712370000575], ""type"": ""Point""}";06240047;Coca Cola Fémsa;6;24;KR 72D 57D 20 SUR;;www.coca-cola.com.co
4.625599167000075,-74.09969707099992;"{""coordinates"": [-74.09969707099992, 4.625599167000075], ""type"": ""Point""}";06240054;Villa Romana;6;24;KR 43 17 58;;www.unilever-ancam.com
4.69331018400004,-74.07832454099992;"{""coordinates"": [-74.07832454099992, 4.69331018400004], ""type"": ""Point""}";06240068;Cemex;6;24;AK 70 96 95;;www.cemexcolombia.com/?
4.68648102800006,-74.16078770299993;"{""coordinates"": [-74.16078770299993, 4.68648102800006], ""type"": ""Point""}";06240099;Incolbestos SA. Grupo Echeneme;6;24;AC 17 123 09;2670163;
4.632578869000042,-74.11794398999989;"{""coordinates"": [-74.11794398999989, 4.632578869000042], ""type"": ""Point""}";06240102;Novartis Químicos;6;24;CL 11 65 51;;
4.677544757000077,-74.16988836299993;"{""coordinates"": [-74.16988836299993, 4.677544757000077], ""type"": ""Point""}";06240108;Argos Planta La Estancia;6;24;KR 123 13C 10 IN 1;;
4.645729393000067,-74.10009610699989;"{""coordinates"": [-74.10009610699989, 4.645729393000067], ""type"": ""Point""}";06210124;Agencia Nacional de Minería;6;21;AC 26 59 51;2201999;www.anm.gov.co
4.6024991610000825,-74.07502025999992;"{""coordinates"": [-74.07502025999992, 4.6024991610000825], ""type"": ""Point""}";06210135;Notaría 3;6;21;CL 13 8A 34 Int. 3 Loc. 9 y 10;341 40 55;
4.614207512000064,-74.07027750399992;"{""coordinates"": [-74.07027750399992, 4.614207512000064], ""type"": ""Point""}";06210150;Notaría 18;6;21;KR 13 27 20;334 62 92;
4.56558386800009,-74.1264549409999;"{""coordinates"": [-74.1264549409999, 4.56558386800009], ""type"": ""Point""}";06210189;Notaría 58;6;21;CL 51 16A 15 SUR;714 04 87;
4.7405133170000795,-74.08366988299991;"{""coordinates"": [-74.08366988299991, 4.7405133170000795], ""type"": ""Point""}";06210190;Notaría 59;6;21;CL 146C Bis 90 11;681 00 24;
4.635011748000068,-74.06884441299991;"{""coordinates"": [-74.06884441299991, 4.635011748000068], ""type"": ""Point""}";07270001;Universidad Católica De Colombia;7;27;DG 46A 15B 10;;www.ucatolica.edu.co
4.75477946500007,-74.02692624499991;"{""coordinates"": [-74.02692624499991, 4.75477946500007], ""type"": ""Point""}";07270019;Universidad de La Salle;7;27;KR 7 172 85;6691637;unisalle.lasalle.edu.co
4.579109853000091,-74.15779595499993;"{""coordinates"": [-74.15779595499993, 4.579109853000091], ""type"": ""Point""}";07270035;Universidad Distrital Francisco José de Caldas;7;27;CL 68D BIS A SUR 49F 70;;www.udistrital.edu.co
4.6065218600000435,-74.06749354599992;"{""coordinates"": [-74.06749354599992, 4.6065218600000435], ""type"": ""Point""}";07270055;Universidad Jorge Tadeo Lozano;7;27;KR 4 22 61;;www.utadeo.edu.co
4.648707889000093,-74.06518822699991;"{""coordinates"": [-74.06518822699991, 4.648707889000093], ""type"": ""Point""}";07270069;Fundación Universitaria San Martín;7;27;CL 61A 14 18;2350298;www.sanmartin.edu.co
4.617237288000068,-74.1653446869999;"{""coordinates"": [-74.1653446869999, 4.617237288000068], ""type"": ""Point""}";07270075;SENA;7;27;CL 45 SUR 78P 18;;www.sena.edu.co
4.61618760500005,-74.09152622499994;"{""coordinates"": [-74.09152622499994, 4.61618760500005], ""type"": ""Point""}";07270078;SENA;7;27;AK 30 15 53;;www.sena.edu.co
4.642341196000075,-74.16447545699992;"{""coordinates"": [-74.16447545699992, 4.642341196000075], ""type"": ""Point""}";07260001;Colegio Distrital Saludcoop Sur;7;26;AK 89 No. 26-03 SUR;;http://www.sedbogota.edu.co/
4.696002117000091,-74.1025389689999;"{""coordinates"": [-74.1025389689999, 4.696002117000091], ""type"": ""Point""}";07260003;Centro Educativo Distrital Aguas Claras;7;26;CR 83 No. 73A-80;2231688;http://www.sedbogota.edu.co/
4.704874053000083,-74.09809300099994;"{""coordinates"": [-74.09809300099994, 4.704874053000083], ""type"": ""Point""}";07260019;Centro Educativo Distrital La Española;7;26;CR 84 No. 83-71;;http://www.sedbogota.edu.co/
4.699134271000048,-74.10156215699993;"{""coordinates"": [-74.10156215699993, 4.699134271000048], ""type"": ""Point""}";07260036;Centro Educativo Distrital San José Norte;7;26;CR 84 No. 75A-09;;http://www.sedbogota.edu.co/
4.602133252000044,-74.12731521699993;"{""coordinates"": [-74.12731521699993, 4.602133252000044], ""type"": ""Point""}";07260139;Centro Educativo Distrital República de Francia;7;26;CR 51C No. 33-41 SUR;;http://www.sedbogota.edu.co/
4.632829368000046,-74.1085614619999;"{""coordinates"": [-74.1085614619999, 4.632829368000046], ""type"": ""Point""}";07260145;Centro Educativo Distrital José Joaquín Casas;7;26;CR 56 No. 17-11;;http://www.sedbogota.edu.co/
4.588410909000061,-74.11760485699995;"{""coordinates"": [-74.11760485699995, 4.588410909000061], ""type"": ""Point""}";07260177;Centro Educativo Distrital Manuel Murillo Toro;7;26;AK 27 No. 33-57 SUR;7274840;http://www.sedbogota.edu.co/
4.579813483000066,-74.10294909199989;"{""coordinates"": [-74.10294909199989, 4.579813483000066], ""type"": ""Point""}";07260189;Colegio Distrital Liceo Femenino Mercedes Nariño;7;26;AV CARACAS No. 23-24 SUR;;http://www.sedbogota.edu.co/
4.540960121000069,-74.1546022899999;"{""coordinates"": [-74.1546022899999, 4.540960121000069], ""type"": ""Point""}";07260193;Centro Educativo Distrital Canadá;7;26;CL 76 SUR No. 24A-11;;http://www.sedbogota.edu.co/
4.535313872000074,-74.14966537799995;"{""coordinates"": [-74.14966537799995, 4.535313872000074], ""type"": ""Point""}";07260199;Colegio Distrital El Tesoro de la Cumbre;7;26;CL 81 SUR No. 18M-02;7920458;http://www.sedbogota.edu.co/
4.5444888280000555,-74.13947765599994;"{""coordinates"": [-74.13947765599994, 4.5444888280000555], ""type"": ""Point""}";07260204;Colegio Distrital Antonio García;7;26;CR 17F No. 73A-31 SUR;7663708;http://www.sedbogota.edu.co/
4.562495607000074,-74.14967424599989;"{""coordinates"": [-74.14967424599989, 4.562495607000074], ""type"": ""Point""}";07260222;Centro Educativo Distrital San Francisco II;7;26;CR 20C No. 67-00 SUR;;http://www.sedbogota.edu.co/
